"date","pollster","party","poll"
2011-10-15,"Galaxy","oth",8
2011-10-16,"F2F Morgan","tpp",48.5
2011-10-16,"F2F Morgan","lnp",44
2011-10-16,"F2F Morgan","alp",36.5
2011-10-16,"F2F Morgan","grn",10
2011-10-16,"F2F Morgan","oth",9.5
2011-10-22,"Newspoll","tpp",46
2011-10-22,"Newspoll","lnp",45
2011-10-22,"Newspoll","alp",29
2011-10-22,"Newspoll","grn",15
2011-10-22,"Newspoll","oth",11
2011-10-23,"F2F Morgan","tpp",45.5
2011-10-23,"F2F Morgan","lnp",49.5
2011-10-23,"F2F Morgan","alp",35
2011-10-23,"F2F Morgan","grn",10.5
2011-10-23,"F2F Morgan","oth",5
2011-10-25,"Essential","tpp",45
2011-10-25,"Essential","lnp",47
2011-10-25,"Essential","alp",34
2011-10-25,"Essential","grn",10
2011-10-25,"Essential","oth",9
2011-10-26,"Morgan Phone","tpp",45
2011-10-26,"Morgan Phone","lnp",47
2011-10-26,"Morgan Phone","alp",31
2011-10-26,"Morgan Phone","grn",12.5
2011-10-26,"Morgan Phone","oth",9.6
2011-10-30,"F2F Morgan","tpp",47
2011-10-30,"F2F Morgan","lnp",46.5
2011-10-30,"F2F Morgan","alp",34
2011-10-30,"F2F Morgan","grn",13.5
2011-10-30,"F2F Morgan","oth",6
2011-11-03,"Morgan Phone","tpp",47.5
2011-11-03,"Morgan Phone","lnp",45
2011-11-03,"Morgan Phone","alp",34
2011-11-03,"Morgan Phone","grn",12.5
2011-11-03,"Morgan Phone","oth",8.5
2011-11-05,"Newspoll","tpp",47
2011-11-05,"Newspoll","lnp",44
2011-11-05,"Newspoll","alp",32
2011-11-05,"Newspoll","grn",12
2011-11-05,"Newspoll","oth",12
2011-11-08,"Essential","tpp",46
2011-11-08,"Essential","lnp",47
2011-11-08,"Essential","alp",35
2011-11-08,"Essential","grn",10
2011-11-08,"Essential","oth",8
2011-11-11,"Nielsen","tpp",45
2011-11-11,"Nielsen","lnp",45
2011-11-11,"Nielsen","alp",30
2011-11-11,"Nielsen","grn",14
2011-11-11,"Nielsen","oth",12
2011-11-09,"F2F Morgan","tpp",46.5
2011-11-09,"F2F Morgan","lnp",47
2011-11-09,"F2F Morgan","alp",34.5
2011-11-09,"F2F Morgan","grn",11.5
2011-11-09,"F2F Morgan","oth",7
2011-11-19,"Newspoll","tpp",43
2011-11-19,"Newspoll","lnp",48
2011-11-19,"Newspoll","alp",30
2011-11-19,"Newspoll","grn",10
2011-11-19,"Newspoll","oth",12
2011-11-20,"F2F Morgan","tpp",48.5
2011-11-20,"F2F Morgan","lnp",45.5
2011-11-20,"F2F Morgan","alp",36.5
2011-11-20,"F2F Morgan","grn",12
2011-11-20,"F2F Morgan","oth",6
2011-11-22,"Essential","tpp",46
2011-11-22,"Essential","lnp",47
2011-11-22,"Essential","alp",34
2011-11-22,"Essential","grn",11
2011-11-22,"Essential","oth",8
2011-11-30,"F2F Morgan","tpp",47
2011-11-30,"F2F Morgan","lnp",43
2011-11-30,"F2F Morgan","alp",36.5
2011-11-30,"F2F Morgan","grn",13
2011-11-30,"F2F Morgan","oth",7.5
2011-12-03,"Newspoll","tpp",46
2011-12-03,"Newspoll","lnp",44
2011-12-03,"Newspoll","alp",31
2011-12-03,"Newspoll","grn",13
2011-12-03,"Newspoll","oth",12
2011-12-09,"Nielsen","tpp",43
2011-12-09,"Nielsen","lnp",49
2011-12-09,"Nielsen","alp",29
2011-12-09,"Nielsen","grn",11
2011-12-09,"Nielsen","oth",11
2011-12-11,"Essential","tpp",46
2011-12-11,"Essential","lnp",47
2011-12-11,"Essential","alp",35
2011-12-11,"Essential","grn",9
2011-12-11,"Essential","oth",8
2011-12-14,"F2F Morgan","tpp",50
2011-12-14,"F2F Morgan","lnp",43
2011-12-14,"F2F Morgan","alp",36.5
2011-12-14,"F2F Morgan","grn",13
2011-12-14,"F2F Morgan","oth",7.5
2012-01-08,"F2F Morgan","tpp",48.5
2012-01-08,"F2F Morgan","lnp",45
2012-01-08,"F2F Morgan","alp",37
2012-01-08,"F2F Morgan","grn",10.5
2012-01-08,"F2F Morgan","oth",7.5
2012-01-16,"Essential","tpp",46
2012-01-16,"Essential","lnp",48
2012-01-16,"Essential","alp",35
2012-01-16,"Essential","grn",10
2012-01-16,"Essential","oth",7
2012-01-18,"Morgan Phone","tpp",46.5
2012-01-18,"Morgan Phone","lnp",46.5
2012-01-18,"Morgan Phone","alp",35.5
2012-01-18,"Morgan Phone","grn",9
2012-01-18,"Morgan Phone","oth",9
2012-01-18,"F2F Morgan","tpp",51
2012-01-18,"F2F Morgan","lnp",42.5
2012-01-18,"F2F Morgan","alp",38.5
2012-01-18,"F2F Morgan","grn",12
2012-01-18,"F2F Morgan","oth",7
2012-01-28,"Galaxy","tpp",46
2012-01-28,"Galaxy","lnp",48
2012-01-28,"Galaxy","alp",34
2012-01-28,"Galaxy","grn",12
2012-01-28,"Galaxy","oth",6
2012-01-28,"Newspoll","tpp",46
2012-01-28,"Newspoll","lnp",45
2012-01-28,"Newspoll","alp",30
2012-01-28,"Newspoll","grn",12
2012-01-28,"Newspoll","oth",13
2012-01-29,"F2F Morgan","tpp",51
2012-01-29,"F2F Morgan","lnp",41.5
2012-01-29,"F2F Morgan","alp",39.5
2012-01-29,"F2F Morgan","grn",9.5
2012-01-29,"F2F Morgan","oth",6.5
2012-01-30,"Essential","tpp",46
2012-01-30,"Essential","lnp",47
2012-01-30,"Essential","alp",33
2012-01-30,"Essential","grn",11
2012-01-30,"Essential","oth",9
2012-02-03,"Nielsen","tpp",47
2012-02-03,"Nielsen","lnp",45
2012-02-03,"Nielsen","alp",33
2012-02-03,"Nielsen","grn",13
2012-02-03,"Nielsen","oth",9
2012-02-05,"F2F Morgan","tpp",48.5
2012-02-05,"F2F Morgan","lnp",45.5
2012-02-05,"F2F Morgan","alp",38.5
2012-02-05,"F2F Morgan","grn",9.5
2012-02-05,"F2F Morgan","oth",6.5
2012-02-08,"Morgan Phone","tpp",44.5
2012-02-08,"Morgan Phone","lnp",41.5
2012-02-08,"Morgan Phone","alp",37
2012-02-08,"Morgan Phone","grn",14.5
2012-02-08,"Morgan Phone","oth",7
2012-02-11,"Newspoll","tpp",45
2012-02-11,"Newspoll","lnp",46
2012-02-11,"Newspoll","alp",32
2012-02-11,"Newspoll","grn",11
2012-02-11,"Newspoll","oth",11
2012-02-13,"Essential","tpp",45
2012-02-13,"Essential","lnp",48
2012-02-13,"Essential","alp",33
2012-02-13,"Essential","grn",11
2012-02-13,"Essential","oth",9
2012-02-15,"F2F Morgan","tpp",51.5
2012-02-15,"F2F Morgan","lnp",41.5
2012-02-15,"F2F Morgan","alp",37
2012-02-15,"F2F Morgan","grn",14.5
2012-02-15,"F2F Morgan","oth",7
2012-02-23,"Nielsen","tpp",47
2012-02-23,"Nielsen","lnp",44
2012-02-23,"Nielsen","alp",34
2012-02-23,"Nielsen","grn",12
2012-02-23,"Nielsen","oth",11
2012-02-24,"Galaxy","tpp",46
2012-02-24,"Galaxy","lnp",47
2012-02-24,"Galaxy","alp",34
2012-02-24,"Galaxy","grn",12
2012-02-24,"Galaxy","oth",7
2012-02-25,"Newspoll","tpp",47
2012-02-25,"Newspoll","lnp",45
2012-02-25,"Newspoll","alp",35
2012-02-25,"Newspoll","grn",11
2012-02-25,"Newspoll","oth",9
2012-02-26,"F2F Morgan","tpp",50
2012-02-26,"F2F Morgan","lnp",42.5
2012-02-26,"F2F Morgan","alp",37.5
2012-02-26,"F2F Morgan","grn",11
2012-02-26,"F2F Morgan","oth",9
2012-02-27,"Essential","tpp",44
2012-02-27,"Essential","lnp",49
2012-02-27,"Essential","alp",32
2012-02-27,"Essential","grn",10
2012-02-27,"Essential","oth",9
2012-03-04,"F2F Morgan","tpp",50
2012-03-04,"F2F Morgan","lnp",43.5
2012-03-04,"F2F Morgan","alp",39
2012-03-04,"F2F Morgan","grn",10
2012-03-04,"F2F Morgan","oth",7.5
2012-03-10,"Newspoll","tpp",47
2012-03-10,"Newspoll","lnp",43
2012-03-10,"Newspoll","alp",31
2012-03-10,"Newspoll","grn",12
2012-03-10,"Newspoll","oth",14
2012-03-13,"Essential","tpp",44
2012-03-13,"Essential","lnp",48
2012-03-13,"Essential","alp",32
2012-03-13,"Essential","grn",11
2012-03-13,"Essential","oth",9
2012-03-14,"F2F Morgan","tpp",48
2012-03-14,"F2F Morgan","lnp",45.5
2012-03-14,"F2F Morgan","alp",37
2012-03-14,"F2F Morgan","grn",10.5
2012-03-14,"F2F Morgan","oth",7
2012-03-24,"Newspoll","tpp",43
2012-03-24,"Newspoll","lnp",47
2012-03-24,"Newspoll","alp",28
2012-03-24,"Newspoll","grn",11
2012-03-24,"Newspoll","oth",14
2012-03-25,"F2F Morgan","tpp",48.5
2012-03-25,"F2F Morgan","lnp",45
2012-03-25,"F2F Morgan","alp",36.5
2012-03-25,"F2F Morgan","grn",12.5
2012-03-25,"F2F Morgan","oth",6
2012-03-27,"Essential","tpp",45
2012-03-27,"Essential","lnp",48
2012-03-27,"Essential","alp",33
2012-03-27,"Essential","grn",11
2012-03-27,"Essential","oth",8
2012-03-30,"Nielsen","tpp",43
2012-03-30,"Nielsen","lnp",47
2012-03-30,"Nielsen","alp",27
2012-03-30,"Nielsen","grn",13
2012-03-30,"Nielsen","oth",12
2012-04-01,"F2F Morgan","tpp",46.5
2012-04-01,"F2F Morgan","lnp",45.5
2012-04-01,"F2F Morgan","alp",32
2012-04-01,"F2F Morgan","grn",13
2012-04-01,"F2F Morgan","oth",10.5
2012-04-10,"Essential","tpp",44
2012-04-10,"Essential","lnp",31
2012-04-10,"Essential","alp",48
2012-04-10,"Essential","grn",11
2012-04-10,"Essential","oth",9
2012-04-11,"F2F Morgan","tpp",45
2012-04-11,"F2F Morgan","lnp",46.5
2012-04-11,"F2F Morgan","alp",31
2012-04-11,"F2F Morgan","grn",12.5
2012-04-11,"F2F Morgan","oth",10
2012-04-14,"Newspoll","tpp",44
2012-04-14,"Newspoll","lnp",48
2012-04-14,"Newspoll","alp",29
2012-04-14,"Newspoll","grn",12
2012-04-14,"Newspoll","oth",11
2012-04-18,"Morgan Phone","tpp",44
2012-04-18,"Morgan Phone","lnp",47.5
2012-04-18,"Morgan Phone","alp",30
2012-04-18,"Morgan Phone","grn",11.5
2012-04-18,"Morgan Phone","oth",11.5
2012-04-22,"F2F Morgan","tpp",44
2012-04-22,"F2F Morgan","lnp",47.5
2012-04-22,"F2F Morgan","alp",30
2012-04-22,"F2F Morgan","grn",12
2012-04-22,"F2F Morgan","oth",10.5
2012-04-24,"Essential","tpp",43
2012-04-24,"Essential","lnp",50
2012-04-24,"Essential","alp",31
2012-04-24,"Essential","grn",11
2012-04-24,"Essential","oth",9
2012-04-28,"Galaxy","tpp",44
2012-04-28,"Galaxy","lnp",49
2012-04-28,"Galaxy","alp",30
2012-04-28,"Galaxy","grn",13
2012-04-28,"Galaxy","oth",8
2012-04-28,"Newspoll","tpp",41
2012-04-28,"Newspoll","lnp",51
2012-04-28,"Newspoll","alp",27
2012-04-28,"Newspoll","grn",11
2012-04-28,"Newspoll","oth",11
2012-05-06,"F2F Morgan","tpp",44.5
2012-05-06,"F2F Morgan","lnp",45.5
2012-05-06,"F2F Morgan","alp",29.5
2012-05-06,"F2F Morgan","grn",12
2012-05-06,"F2F Morgan","oth",13
2012-05-08,"Essential","tpp",43
2012-05-08,"Essential","lnp",50
2012-05-08,"Essential","alp",30
2012-05-08,"Essential","grn",11
2012-05-08,"Essential","oth",9
2012-05-10,"Morgan Phone","tpp",42
2012-05-10,"Morgan Phone","lnp",50.5
2012-05-10,"Morgan Phone","alp",29
2012-05-10,"Morgan Phone","grn",10
2012-05-10,"Morgan Phone","oth",10.5
2012-05-10,"Nielsen","tpp",42
2012-05-10,"Nielsen","lnp",49
2012-05-10,"Nielsen","alp",28
2012-05-10,"Nielsen","grn",12
2012-05-10,"Nielsen","oth",12
2012-05-12,"Newspoll","tpp",45
2012-05-12,"Newspoll","lnp",45
2012-05-12,"Newspoll","alp",30
2012-05-12,"Newspoll","grn",12
2012-05-12,"Newspoll","oth",13
2012-05-13,"F2F Morgan","tpp",44.5
2012-05-13,"F2F Morgan","lnp",46
2012-05-13,"F2F Morgan","alp",30.5
2012-05-13,"F2F Morgan","grn",12
2012-05-13,"F2F Morgan","oth",11.5
2012-05-20,"F2F Morgan","tpp",45
2012-05-20,"F2F Morgan","lnp",45.5
2012-05-20,"F2F Morgan","alp",32
2012-05-20,"F2F Morgan","grn",10.5
2012-05-20,"F2F Morgan","oth",12
2012-05-22,"Essential","tpp",43
2012-05-22,"Essential","lnp",50
2012-05-22,"Essential","alp",33
2012-05-22,"Essential","grn",10
2012-05-22,"Essential","oth",7
2012-05-26,"Newspoll","tpp",46
2012-05-26,"Newspoll","lnp",46
2012-05-26,"Newspoll","alp",32
2012-05-26,"Newspoll","grn",12
2012-05-26,"Newspoll","oth",10
2012-05-27,"F2F Morgan","tpp",42
2012-05-27,"F2F Morgan","lnp",49
2012-05-27,"F2F Morgan","alp",27.5
2012-05-27,"F2F Morgan","grn",13
2012-05-27,"F2F Morgan","oth",10.5
2012-06-01,"Nielsen","tpp",43
2012-06-01,"Nielsen","lnp",48
2012-06-01,"Nielsen","alp",26
2012-06-01,"Nielsen","grn",14
2012-06-01,"Nielsen","oth",12
2012-06-03,"F2F Morgan","tpp",44.5
2012-06-03,"F2F Morgan","lnp",45
2012-06-03,"F2F Morgan","alp",32.5
2012-06-03,"F2F Morgan","grn",10.5
2012-06-03,"F2F Morgan","oth",12
2012-06-05,"Essential","tpp",44
2012-06-05,"Essential","lnp",49
2012-06-05,"Essential","alp",32
2012-06-05,"Essential","grn",10
2012-06-05,"Essential","oth",9
2012-06-09,"Newspoll","tpp",46
2012-06-09,"Newspoll","lnp",44
2012-06-09,"Newspoll","alp",31
2012-06-09,"Newspoll","grn",14
2012-06-09,"Newspoll","oth",11
2012-06-10,"F2F Morgan","tpp",48
2012-06-10,"F2F Morgan","lnp",42.5
2012-06-10,"F2F Morgan","alp",33
2012-06-10,"F2F Morgan","grn",12.5
2012-06-10,"F2F Morgan","oth",12
2012-06-16,"Galaxy","tpp",44
2012-06-16,"Galaxy","lnp",49
2012-06-16,"Galaxy","alp",31
2012-06-16,"Galaxy","grn",12
2012-06-16,"Galaxy","oth",8
2012-06-19,"Essential","tpp",44
2012-06-19,"Essential","lnp",49
2012-06-19,"Essential","alp",33
2012-06-19,"Essential","grn",10
2012-06-19,"Essential","oth",8
2012-06-20,"F2F Morgan","tpp",46
2012-06-20,"F2F Morgan","lnp",43
2012-06-20,"F2F Morgan","alp",29.5
2012-06-20,"F2F Morgan","grn",14.5
2012-06-20,"F2F Morgan","oth",13
2012-06-23,"Newspoll","tpp",45
2012-06-23,"Newspoll","lnp",46
2012-06-23,"Newspoll","alp",30
2012-06-23,"Newspoll","grn",12
2012-06-23,"Newspoll","oth",12
2012-06-29,"Nielsen","tpp",42
2012-06-29,"Nielsen","lnp",48
2012-06-29,"Nielsen","alp",28
2012-06-29,"Nielsen","grn",12
2012-06-29,"Nielsen","oth",11
2012-07-03,"Essential","tpp",44
2012-07-03,"Essential","lnp",49
2012-07-03,"Essential","alp",31
2012-07-03,"Essential","grn",11
2012-07-03,"Essential","oth",9
2012-07-04,"F2F Morgan","tpp",46
2012-07-04,"F2F Morgan","lnp",43
2012-07-04,"F2F Morgan","alp",29.5
2012-07-04,"F2F Morgan","grn",14.5
2012-07-04,"F2F Morgan","oth",13
2012-07-07,"Newspoll","tpp",44
2012-07-07,"Newspoll","lnp",48
2012-07-07,"Newspoll","alp",31
2012-07-07,"Newspoll","grn",11
2012-07-07,"Newspoll","oth",10
2012-07-17,"Essential","tpp",44
2012-07-17,"Essential","lnp",49
2012-07-17,"Essential","alp",33
2012-07-17,"Essential","grn",10
2012-07-17,"Essential","oth",9
2012-07-18,"F2F Morgan","tpp",46
2012-07-18,"F2F Morgan","lnp",43
2012-07-18,"F2F Morgan","alp",31.5
2012-07-18,"F2F Morgan","grn",12
2012-07-18,"F2F Morgan","oth",13.5
2012-07-21,"Newspoll","tpp",44
2012-07-21,"Newspoll","lnp",46
2012-07-21,"Newspoll","alp",28
2012-07-21,"Newspoll","grn",11
2012-07-21,"Newspoll","oth",15
2012-07-27,"Nielsen","tpp",44
2012-07-27,"Nielsen","lnp",47
2012-07-27,"Nielsen","alp",30
2012-07-27,"Nielsen","grn",12
2012-07-27,"Nielsen","oth",11
2012-07-31,"Essential","tpp",44
2012-07-31,"Essential","lnp",49
2012-07-31,"Essential","alp",33
2012-07-31,"Essential","grn",10
2012-07-31,"Essential","oth",8
2012-08-01,"F2F Morgan","tpp",46.5
2012-08-01,"F2F Morgan","lnp",43.5
2012-08-01,"F2F Morgan","alp",32
2012-08-01,"F2F Morgan","grn",11.5
2012-08-01,"F2F Morgan","oth",13
2012-08-04,"Newspoll","tpp",46
2012-08-04,"Newspoll","lnp",45
2012-08-04,"Newspoll","alp",33
2012-08-04,"Newspoll","grn",10
2012-08-04,"Newspoll","oth",12
2012-08-14,"Essential","tpp",43
2012-08-14,"Essential","lnp",49
2012-08-14,"Essential","alp",32
2012-08-14,"Essential","grn",10
2012-08-14,"Essential","oth",9
2012-08-15,"F2F Morgan","tpp",47
2012-08-15,"F2F Morgan","lnp",44
2012-08-15,"F2F Morgan","alp",34.5
2012-08-15,"F2F Morgan","grn",10
2012-08-15,"F2F Morgan","oth",11.5
2012-08-18,"Newspoll","tpp",47
2012-08-18,"Newspoll","lnp",45
2012-08-18,"Newspoll","alp",35
2012-08-18,"Newspoll","grn",11
2012-08-18,"Newspoll","oth",9
2012-08-24,"Nielsen","tpp",46
2012-08-24,"Nielsen","lnp",45
2012-08-24,"Nielsen","alp",32
2012-08-24,"Nielsen","grn",11
2012-08-24,"Nielsen","oth",13
2012-08-28,"Essential","tpp",45
2012-08-28,"Essential","lnp",48
2012-08-28,"Essential","alp",34
2012-08-28,"Essential","grn",9
2012-08-28,"Essential","oth",9
2012-09-02,"F2F Morgan","tpp",48.5
2012-09-02,"F2F Morgan","lnp",41.5
2012-09-02,"F2F Morgan","alp",34.5
2012-09-02,"F2F Morgan","grn",11.5
2012-09-02,"F2F Morgan","oth",12.5
2012-09-01,"Newspoll","tpp",45
2012-09-01,"Newspoll","lnp",46
2012-09-01,"Newspoll","alp",33
2012-09-01,"Newspoll","grn",8
2012-09-01,"Newspoll","oth",13
2012-09-11,"Essential","tpp",45
2012-09-11,"Essential","lnp",48
2012-09-11,"Essential","alp",34
2012-09-11,"Essential","grn",9
2012-09-11,"Essential","oth",9
2012-09-14,"Nielsen","tpp",47
2012-09-14,"Nielsen","lnp",45
2012-09-14,"Nielsen","alp",34
2012-09-14,"Nielsen","grn",10
2012-09-14,"Nielsen","oth",11
2012-09-12,"F2F Morgan","tpp",49.5
2012-09-12,"F2F Morgan","lnp",40.5
2012-09-12,"F2F Morgan","alp",35
2012-09-12,"F2F Morgan","grn",12
2012-09-12,"F2F Morgan","oth",12.5
2012-09-15,"Newspoll","tpp",50
2012-09-15,"Newspoll","lnp",41
2012-09-15,"Newspoll","alp",36
2012-09-15,"Newspoll","grn",12
2012-09-15,"Newspoll","oth",11
2012-09-19,"Morgan Phone","tpp",47.5
2012-09-19,"Morgan Phone","lnp",47
2012-09-19,"Morgan Phone","alp",39.5
2012-09-19,"Morgan Phone","grn",8
2012-09-19,"Morgan Phone","oth",5.5
2012-09-23,"F2F Morgan","tpp",50
2012-09-23,"F2F Morgan","lnp",41.5
2012-09-23,"F2F Morgan","alp",37.5
2012-09-23,"F2F Morgan","grn",10
2012-09-23,"F2F Morgan","oth",11
2012-09-25,"Essential","tpp",47
2012-09-25,"Essential","lnp",47
2012-09-25,"Essential","alp",36
2012-09-25,"Essential","grn",9
2012-09-25,"Essential","oth",7
2012-10-03,"F2F Morgan","tpp",49
2012-10-03,"F2F Morgan","lnp",43
2012-10-03,"F2F Morgan","alp",37
2012-10-03,"F2F Morgan","grn",10.5
2012-10-03,"F2F Morgan","oth",9.5
2012-10-06,"Newspoll","tpp",46
2012-10-06,"Newspoll","lnp",45
2012-10-06,"Newspoll","alp",33
2012-10-06,"Newspoll","grn",10
2012-10-06,"Newspoll","oth",12
2012-10-09,"Essential","tpp",47
2012-10-09,"Essential","lnp",47
2012-10-09,"Essential","alp",36
2012-10-09,"Essential","grn",9
2012-10-09,"Essential","oth",8
2012-10-19,"Nielsen","tpp",48
2012-10-19,"Nielsen","lnp",43
2012-10-19,"Nielsen","alp",34
2012-10-19,"Nielsen","grn",11
2012-10-19,"Nielsen","oth",12
2012-10-17,"F2F Morgan","tpp",47.5
2012-10-17,"F2F Morgan","lnp",38.5
2012-10-17,"F2F Morgan","alp",37.5
2012-10-17,"F2F Morgan","grn",12.5
2012-10-17,"F2F Morgan","oth",11.5
2012-10-23,"Essential","tpp",46
2012-10-23,"Essential","lnp",48
2012-10-23,"Essential","alp",36
2012-10-23,"Essential","grn",9
2012-10-23,"Essential","oth",7
2012-10-27,"Newspoll","tpp",50
2012-10-27,"Newspoll","lnp",41
2012-10-27,"Newspoll","alp",36
2012-10-27,"Newspoll","grn",10
2012-10-27,"Newspoll","oth",13
2012-10-31,"F2F Morgan","tpp",48
2012-10-31,"F2F Morgan","lnp",43
2012-10-31,"F2F Morgan","alp",35.5
2012-10-31,"F2F Morgan","grn",10
2012-10-31,"F2F Morgan","oth",11.5
2012-11-03,"Galaxy","tpp",47
2012-11-03,"Galaxy","lnp",47
2012-11-03,"Galaxy","alp",35
2012-11-03,"Galaxy","grn",11
2012-11-03,"Galaxy","oth",7
2012-11-06,"Essential","tpp",48
2012-11-06,"Essential","lnp",45
2012-11-06,"Essential","alp",37
2012-11-06,"Essential","grn",9
2012-11-06,"Essential","oth",8
2012-11-10,"Newspoll","tpp",49
2012-11-10,"Newspoll","lnp",43
2012-11-10,"Newspoll","alp",36
2012-11-10,"Newspoll","grn",10
2012-11-10,"Newspoll","oth",11
2012-11-16,"Nielsen","tpp",47
2012-11-16,"Nielsen","lnp",45
2012-11-16,"Nielsen","alp",34
2012-11-16,"Nielsen","grn",12
2012-11-16,"Nielsen","oth",10
2012-11-14,"F2F Morgan","tpp",51
2012-11-14,"F2F Morgan","lnp",38.5
2012-11-14,"F2F Morgan","alp",36.5
2012-11-14,"F2F Morgan","grn",11.5
2012-11-14,"F2F Morgan","oth",13.5
2012-11-20,"Essential","tpp",47
2012-11-20,"Essential","lnp",47
2012-11-20,"Essential","alp",36
2012-11-20,"Essential","grn",10
2012-11-20,"Essential","oth",8
2012-11-24,"Newspoll","tpp",49
2012-11-24,"Newspoll","lnp",43
2012-11-24,"Newspoll","alp",36
2012-11-24,"Newspoll","grn",11
2012-11-24,"Newspoll","oth",10
2012-11-28,"Morgan Phone","tpp",47.5
2012-11-28,"Morgan Phone","lnp",44.5
2012-11-28,"Morgan Phone","alp",36.5
2012-11-28,"Morgan Phone","grn",8.5
2012-11-28,"Morgan Phone","oth",10.5
2012-11-30,"Galaxy","tpp",46
2012-11-30,"Galaxy","lnp",48
2012-11-30,"Galaxy","alp",34
2012-11-30,"Galaxy","grn",11
2012-11-30,"Galaxy","oth",7
2012-11-28,"F2F Morgan","tpp",49.5
2012-11-28,"F2F Morgan","lnp",40.5
2012-11-28,"F2F Morgan","alp",36
2012-11-28,"F2F Morgan","grn",10.5
2012-11-28,"F2F Morgan","oth",13
2012-12-08,"Newspoll","tpp",46
2012-12-08,"Newspoll","lnp",46
2012-12-08,"Newspoll","alp",32
2012-12-08,"Newspoll","grn",11
2012-12-08,"Newspoll","oth",11
2012-12-14,"Nielsen","tpp",48
2012-12-14,"Nielsen","lnp",43
2012-12-14,"Nielsen","alp",35
2012-12-14,"Nielsen","grn",10
2012-12-14,"Nielsen","oth",12
2012-12-02,"F2F Morgan","tpp",53.5
2012-12-02,"F2F Morgan","lnp",37.5
2012-12-02,"F2F Morgan","alp",40
2012-12-02,"F2F Morgan","grn",12
2012-12-02,"F2F Morgan","oth",10.5
2012-12-11,"Essential","tpp",45
2012-12-11,"Essential","lnp",48
2012-12-11,"Essential","alp",36
2012-12-11,"Essential","grn",8
2012-12-11,"Essential","oth",8
2013-01-09,"F2F Morgan","tpp",49
2013-01-09,"F2F Morgan","lnp",41.5
2013-01-09,"F2F Morgan","alp",36.5
2013-01-09,"F2F Morgan","grn",10.5
2013-01-09,"F2F Morgan","oth",11.5
2013-01-12,"Newspoll","tpp",49
2013-01-12,"Newspoll","lnp",44
2013-01-12,"Newspoll","alp",38
2013-01-12,"Newspoll","grn",9
2013-01-12,"Newspoll","oth",9
2013-01-15,"Essential","tpp",46
2013-01-15,"Essential","lnp",48
2013-01-15,"Essential","alp",36
2013-01-15,"Essential","grn",9
2013-01-15,"Essential","oth",8
2013-01-23,"F2F Morgan","tpp",50.5
2013-01-23,"F2F Morgan","lnp",39
2013-01-23,"F2F Morgan","alp",36
2013-01-23,"F2F Morgan","grn",12
2013-01-23,"F2F Morgan","oth",13
2013-01-28,"Essential","tpp",46
2013-01-28,"Essential","lnp",48
2013-01-28,"Essential","alp",34
2013-01-28,"Essential","grn",10
2013-01-28,"Essential","oth",8
2013-02-02,"Galaxy","tpp",46
2013-02-02,"Galaxy","lnp",48
2013-02-02,"Galaxy","alp",35
2013-02-02,"Galaxy","grn",10
2013-02-02,"Galaxy","oth",7
2013-02-02,"Newspoll","tpp",44
2013-02-02,"Newspoll","lnp",48
2013-02-02,"Newspoll","alp",32
2013-02-02,"Newspoll","grn",9
2013-02-02,"Newspoll","oth",11
2013-02-03,"F2F Morgan","tpp",29.5
2013-02-03,"F2F Morgan","lnp",42.5
2013-02-03,"F2F Morgan","alp",38.5
2013-02-03,"F2F Morgan","grn",8.5
2013-02-03,"F2F Morgan","oth",10.5
2013-02-10,"F2F Morgan","tpp",45.5
2013-02-10,"F2F Morgan","lnp",45
2013-02-10,"F2F Morgan","alp",33.5
2013-02-10,"F2F Morgan","grn",9
2013-02-10,"F2F Morgan","oth",12.5
2013-02-12,"Essential","tpp",46
2013-02-12,"Essential","lnp",47
2013-02-12,"Essential","alp",35
2013-02-12,"Essential","grn",9
2013-02-12,"Essential","oth",8
2013-02-15,"Nielsen","tpp",44
2013-02-15,"Nielsen","lnp",47
2013-02-15,"Nielsen","alp",30
2013-02-15,"Nielsen","grn",11
2013-02-15,"Nielsen","oth",12
2013-02-23,"Newspoll","tpp",45
2013-02-23,"Newspoll","lnp",47
2013-02-23,"Newspoll","alp",31
2013-02-23,"Newspoll","grn",11
2013-02-23,"Newspoll","oth",11
2013-02-27,"Essential","tpp",44
2013-02-27,"Essential","lnp",49
2013-02-27,"Essential","alp",32
2013-02-27,"Essential","grn",10
2013-02-27,"Essential","oth",8
2013-02-20,"F2F Morgan","tpp",46.5
2013-02-20,"F2F Morgan","lnp",44
2013-02-20,"F2F Morgan","alp",33.5
2013-02-20,"F2F Morgan","grn",10
2013-02-20,"F2F Morgan","oth",12.5
2013-03-02,"Morgan multi-mode","tpp",46
2013-03-02,"Morgan multi-mode","lnp",45
2013-03-02,"Morgan multi-mode","alp",33
2013-03-02,"Morgan multi-mode","grn",10.5
2013-03-02,"Morgan multi-mode","oth",11.5
2013-03-06,"Galaxy","tpp",45
2013-03-06,"Galaxy","lnp",48
2013-03-06,"Galaxy","alp",32
2013-03-06,"Galaxy","grn",11
2013-03-06,"Galaxy","oth",9
2013-03-09,"Newspoll","tpp",48
2013-03-09,"Newspoll","lnp",44
2013-03-09,"Newspoll","alp",34
2013-03-09,"Newspoll","grn",11
2013-03-09,"Newspoll","oth",11
2013-03-09,"Morgan multi-mode","tpp",44.5
2013-03-09,"Morgan multi-mode","lnp",47
